ComponentID,Day,Temperature,Pressure,Vibration,UsageHours,DaysSinceMaintenance,Failure,Maintenance,ComponentHealth
5,243,75.247,25.146,1.117,124,6,0,0,0.842
5,244,76.988,27.491,1.462,131,7,0,0,0.821
5,245,70.058,31.495,1.369,143,8,0,0,0.805
5,246,75.272,27.338,1.298,153,9,0,0,0.791
5,247,76.941,25.271,1.956,43,10,1,1,0.96
5,248,66.172,28.32,1.14,52,1,0,0,0.952
5,249,71.596,27.432,0.909,63,2,0,0,0.943
5,250,66.464,25.106,1.193,81,3,0,0,0.938
5,251,77.961,29.741,1.134,89,4,0,0,0.919
5,252,71.728,26.887,0.895,65,5,1,1,0.943
5,253,67.622,26.739,1.04,81,1,0,0,0.913
5,254,70.98,26.744,1.256,88,2,0,0,0.895
5,255,71.519,31.499,1.223,102,3,0,0,0.861
5,256,76.622,28.986,1.3,24,4,1,1,0.905
5,257,75.682,22.714,0.998,42,1,0,0,0.89
5,258,71.544,26.745,0.915,53,2,0,0,0.869
5,259,73.999,26.848,0.992,64,3,0,0,0.869
5,260,68.81,24.861,1.233,81,4,0,0,0.85
5,261,75.116,24.495,1.393,97,5,0,0,0.829
5,262,70.429,25.746,1.125,105,6,0,0,0.802
5,263,71.234,21.26,1.37,114,7,0,0,0.796
5,264,72.782,27.636,1.356,121,8,0,0,0.776
5,265,75.457,27.131,1.358,32,9,1,1,0.975
5,266,67.539,27.303,0.543,22,1,1,1,0.912
5,267,69.54,25.743,0.846,37,1,0,0,0.894
5,268,72.386,24.309,0.963,45,2,0,0,0.89
5,269,70.762,28.533,0.957,63,3,0,0,0.876
5,270,79.932,22.473,1.26,81,4,0,0,0.871
5,271,71.419,24.66,0.951,97,5,0,0,0.85
5,272,72.795,27.668,1.219,104,6,0,0,0.836
5,273,70.867,28.568,1.339,112,7,0,0,0.83
5,274,74.607,26.897,1.546,130,8,0,0,0.82
5,275,71.046,31.452,1.549,146,9,0,0,0.789
5,276,77.023,28.999,1.309,159,10,0,0,0.785
5,277,79.624,25.138,1.578,172,11,0,0,0.775
5,278,78.806,27.878,1.479,72,12,1,1,0.917
5,279,73.9,25.956,0.964,90,1,0,0,0.907
5,280,69.744,23.435,1.183,105,2,0,0,0.897
5,281,74.78,22.653,1.106,118,3,0,0,0.903
5,282,68.361,25.147,1.355,134,4,0,0,0.882
5,283,75.741,28.922,1.683,149,5,0,0,0.866
5,284,73.288,27.207,1.518,165,6,0,0,0.85
5,285,83.256,28.459,1.678,181,7,0,0,0.84
5,286,81.037,27.193,1.814,41,8,1,1,0.966
5,287,75.15,27.634,0.979,57,1,0,0,0.961
5,288,71.714,25.512,0.96,68,2,0,0,0.953
5,289,72.518,26.739,1.427,56,3,1,1,0.975
5,290,73.628,25.451,0.849,63,1,0,0,0.955
5,291,69.639,26.256,1.167,76,2,0,0,0.95
5,292,77.804,27.055,1.013,89,3,0,0,0.929
5,293,71.137,28.827,1.174,38,4,1,1,0.963
5,294,74.607,26.679,1.179,56,1,0,0,0.923
5,295,74.701,21.444,0.996,66,2,0,0,0.889
5,296,70.338,24.114,1.355,81,3,0,0,0.87
5,297,80.45,27.174,1.381,87,4,0,0,0.864
5,298,73.683,21.562,1.294,98,5,0,0,0.854
5,299,61.075,24.932,1.277,112,6,0,0,0.845
5,300,73.081,27.034,1.21,119,7,0,0,0.837
5,301,70.706,27.854,1.381,129,8,0,0,0.818
5,302,70.495,31.327,1.27,142,9,0,0,0.817
5,303,75.434,27.193,1.498,155,10,0,0,0.804
5,304,72.11,30.306,1.392,161,11,0,0,0.803
5,305,74.717,31.406,1.694,167,12,0,0,0.769
5,306,78.459,28.524,1.56,178,13,0,0,0.747
5,307,71.951,30.445,1.724,9,14,1,1,0.986
5,308,70.344,26.603,0.953,25,1,0,0,0.957
5,309,66.137,23.975,0.776,32,2,0,0,0.947
5,310,68.177,29.33,0.983,76,3,1,1,0.918
5,311,73.181,26.754,0.865,90,1,0,0,0.888
5,312,77.163,28.476,0.885,102,2,0,0,0.881
5,313,69.004,25.527,1.295,115,3,0,0,0.875
5,314,72.659,27.586,1.164,130,4,0,0,0.867
5,315,77.572,29.504,1.569,144,5,0,0,0.849
5,316,74.58,28.543,1.666,162,6,0,0,0.823
5,317,74.049,27.605,1.741,179,7,0,0,0.801
5,318,75.235,28.98,1.617,57,8,1,1,0.984
5,319,73.572,29.515,1.215,75,1,0,0,0.97
5,320,69.237,28.871,1.183,83,2,1,1,0.995
5,321,75.384,22.702,0.929,92,1,0,0,0.99
5,322,70.37,25.287,1.356,77,2,1,1,0.952
5,323,73.883,23.626,1.005,90,1,0,0,0.945
5,324,66.609,29.438,1.221,104,2,0,0,0.945
5,325,74.063,28.149,1.416,112,3,0,0,0.937
5,326,71.988,26.292,0.957,118,4,0,0,0.927
5,327,75.404,21.736,1.199,131,5,0,0,0.905
5,328,77.95,29.694,1.544,138,6,0,0,0.896
5,329,79.686,26.487,1.294,156,7,0,0,0.867
5,330,75.397,24.073,1.547,167,8,0,0,0.854
5,331,76.802,29.489,1.493,184,9,0,0,0.827
5,332,81.637,30.349,1.721,191,10,0,0,0.815
5,333,75.598,25.9,1.795,82,11,1,1,0.924
5,334,77.567,28.217,1.142,90,1,0,0,0.905
5,335,71.47,27.037,0.945,96,2,0,0,0.908
5,336,78.619,29.399,1.293,105,3,0,0,0.896
5,337,72.23,28.087,1.283,122,4,0,0,0.895
5,338,76.784,27.035,1.261,135,5,0,0,0.876
5,339,79.606,29.127,1.526,148,6,0,0,0.865
5,340,76.964,31.235,1.531,66,7,1,1,0.908
5,341,80.032,27.237,1.291,81,1,0,0,0.874
5,342,72.324,27.372,1.22,46,2,1,1,0.967
5,343,77.587,27.625,0.928,57,1,0,0,0.952
5,344,76.25,23.115,0.864,67,2,0,0,0.936
5,345,72.843,30.019,1.198,79,3,0,0,0.9
5,346,75.694,27.592,1.196,91,4,0,0,0.876
5,347,75.758,28.494,1.356,109,5,0,0,0.856
5,348,77.244,29.1,1.373,120,6,0,0,0.828
5,349,82.166,28.179,1.372,136,7,0,0,0.818
5,350,77.593,31.907,1.304,151,8,0,0,0.794
5,351,80.219,26.464,1.485,157,9,0,0,0.79
5,352,79.189,30.707,1.84,175,10,0,0,0.76
5,353,78.403,23.937,1.691,191,11,0,0,0.747
5,354,81.525,26.947,2.048,207,12,0,0,0.712
5,355,83.008,27.843,1.716,218,13,0,0,0.699
5,356,79.323,35.322,1.724,225,14,0,0,0.691
5,357,79.02,30.173,1.734,236,15,0,0,0.665
5,358,82.885,34.376,1.944,71,16,1,1,0.951
5,359,75.376,28.747,1.212,87,1,0,0,0.916
5,360,71.802,30.469,1.136,99,2,0,0,0.912
5,361,73.734,28.527,1.509,109,3,0,0,0.898
5,362,79.479,30.848,1.204,119,4,0,0,0.893
5,363,79.084,28.977,1.174,136,5,0,0,0.891
5,364,73.152,27.706,1.641,152,6,0,0,0.865
5,365,81.73,32.593,1.49,167,7,0,0,0.837
6,1,96.257,48.193,4.941,905,5,0,0,1.0
6,2,95.164,43.046,4.884,74,6,1,1,0.923
6,3,73.35,33.431,1.278,90,1,0,0,0.912
6,4,73.469,30.95,1.299,44,2,1,1,0.983
6,5,72.97,25.879,1.153,54,1,0,0,0.957
6,6,71.762,29.187,1.154,70,2,0,0,0.915
6,7,75.143,28.656,1.258,87,3,0,0,0.896
6,8,76.519,29.146,1.355,103,4,0,0,0.869
6,9,74.5,30.078,1.455,115,5,0,0,0.861
6,10,71.812,32.023,1.411,123,6,0,0,0.86
6,11,72.768,30.144,1.288,138,7,0,0,0.838
6,12,77.919,31.855,1.184,155,8,0,0,0.807
6,13,78.085,30.424,1.437,162,9,0,0,0.802
6,14,78.751,33.738,1.838,172,10,0,0,0.777
6,15,73.78,31.759,1.6,186,11,0,0,0.776
6,16,77.149,32.136,1.786,198,12,0,0,0.761
6,17,78.124,34.856,1.903,42,13,1,1,0.914
6,18,72.639,30.189,0.972,50,1,0,0,0.926
6,19,72.387,31.083,0.907,66,2,0,0,0.921
6,20,71.23,27.719,1.424,83,3,0,0,0.903
6,21,76.59,30.205,1.041,100,4,0,0,0.89
6,22,69.227,33.556,1.32,116,5,0,0,0.876
6,23,73.045,29.769,1.553,130,6,0,0,0.838
6,24,75.256,35.748,1.528,137,7,0,0,0.835
6,25,79.881,31.594,1.472,153,8,0,0,0.814
6,26,77.602,31.271,1.292,169,9,0,0,0.771
6,27,82.95,32.204,1.648,181,10,0,0,0.777
6,28,75.55,33.976,1.744,195,11,0,0,0.76
6,29,82.453,36.649,1.721,206,12,0,0,0.756
6,30,79.647,33.813,1.856,46,13,1,1,0.907
6,31,73.537,33.69,0.831,56,1,0,0,0.906
6,32,79.825,33.18,0.697,64,2,0,0,0.889
6,33,71.632,31.787,0.988,43,3,1,1,0.902
6,34,73.421,25.286,0.774,61,1,0,0,0.89
6,35,71.906,33.571,1.355,74,2,0,0,0.877
6,36,75.299,30.975,1.207,83,3,0,0,0.861
6,37,75.211,34.586,1.399,92,4,0,0,0.855
6,38,71.715,30.317,1.309,100,5,0,0,0.845
6,39,76.636,30.87,1.165,108,6,0,0,0.831
6,40,76.762,31.818,1.468,115,7,0,0,0.823
6,41,86.617,33.514,1.644,100,8,1,1,0.971
6,42,72.597,34.97,1.348,107,1,0,0,0.962
6,43,74.046,32.382,1.28,121,2,0,0,0.954
6,44,79.513,33.132,1.377,139,3,0,0,0.942
6,45,79.905,33.097,1.333,153,4,0,0,0.928
6,46,79.186,29.242,1.638,170,5,0,0,0.902
6,47,77.572,34.426,1.62,184,6,0,0,0.898
6,48,75.316,32.54,1.894,190,7,0,0,0.887
6,49,77.849,37.618,1.609,43,8,1,1,0.985
6,50,74.187,29.944,0.719,61,1,0,0,0.97
6,51,78.851,29.158,0.963,76,2,0,0,0.944
6,52,70.47,30.182,0.992,84,3,0,0,0.924
6,53,78.584,32.625,1.089,99,4,0,0,0.911
6,54,73.753,32.44,1.175,111,5,0,0,0.904
6,55,78.313,32.555,1.261,119,6,0,0,0.902
6,56,75.002,32.135,1.299,127,7,0,0,0.9
6,57,79.611,29.444,1.375,135,8,0,0,0.897
6,58,80.181,31.397,1.692,98,9,1,1,0.965
6,59,74.672,30.724,1.275,113,1,0,0,0.956
6,60,76.392,33.757,1.359,131,2,0,0,0.923
6,61,75.461,37.036,1.697,139,3,0,0,0.93
6,62,75.793,33.674,1.272,56,4,1,1,0.995
6,63,77.962,28.896,0.6,62,1,0,0,1.0
6,64,73.732,35.349,1.018,74,2,0,0,0.986
6,65,73.925,33.759,1.144,85,3,0,0,0.987
6,66,77.458,31.306,1.049,101,4,0,0,0.993
6,67,73.263,31.739,1.249,118,5,0,0,0.974
6,68,76.008,33.441,1.134,127,6,0,0,0.95
6,69,77.647,31.552,1.5,140,7,0,0,0.926
6,70,80.18,32.113,1.678,155,8,0,0,0.903
6,71,76.703,29.998,1.268,165,9,0,0,0.874
6,72,77.945,34.371,1.663,183,10,0,0,0.853
6,73,80.333,33.778,1.855,200,11,0,0,0.832
6,74,80.364,34.845,1.652,57,12,1,1,0.918
6,75,80.171,30.704,0.761,66,1,0,0,0.911
6,76,72.728,32.434,1.252,80,2,0,0,0.923
6,77,79.559,32.85,0.92,89,3,0,0,0.909
6,78,73.338,32.227,1.241,99,4,0,0,0.906
6,79,78.784,31.821,1.438,100,5,1,1,0.927
6,80,78.599,35.3,1.263,113,1,0,0,0.907
6,81,80.221,31.294,1.23,122,2,0,0,0.889
6,82,78.79,31.395,1.354,86,3,1,1,0.993
6,83,77.954,31.089,1.229,101,1,0,0,0.969
6,84,72.573,30.464,1.25,114,2,0,0,0.973
6,85,73.083,35.276,1.209,127,3,0,0,0.952
6,86,75.509,31.485,1.236,145,4,0,0,0.954
6,87,79.185,31.518,1.568,155,5,0,0,0.94
6,88,75.689,30.165,1.625,173,6,0,0,0.919
6,89,81.519,36.495,1.37,185,7,0,0,0.912
6,90,85.694,30.163,1.5,199,8,0,0,0.894
6,91,81.818,33.939,1.562,213,9,0,0,0.875
6,92,78.908,36.92,1.581,225,10,0,0,0.844
6,93,79.644,31.299,2.106,233,11,0,0,0.822
6,94,85.244,35.829,1.965,242,12,0,0,0.8
6,95,80.377,32.758,1.876,77,13,1,1,0.921
6,96,75.741,34.594,0.957,85,1,0,0,0.919
6,97,79.362,34.213,1.178,95,2,0,0,0.915
6,98,76.465,35.362,1.257,82,3,1,1,0.957
6,99,73.593,34.217,0.938,95,1,0,0,0.941
6,100,78.829,31.565,1.297,106,2,0,0,0.92
6,101,78.945,29.851,1.127,120,3,0,0,0.905
6,102,77.332,34.247,0.96,127,4,0,0,0.899
6,103,79.046,31.152,1.434,66,5,1,1,0.946
6,104,73.746,29.813,1.22,73,1,0,0,0.943
6,105,78.342,33.812,0.992,83,2,0,0,0.94
6,106,78.486,33.984,1.255,90,3,0,0,0.919
6,107,76.153,31.668,1.455,20,4,1,1,0.983
6,108,72.092,32.79,0.66,30,1,0,0,0.994
6,109,71.58,31.579,0.93,43,2,0,0,0.978
6,110,80.739,29.114,0.705,57,3,0,0,0.964
6,111,73.195,32.097,1.013,65,4,0,0,0.943
6,112,71.316,33.569,1.226,77,5,0,0,0.92
6,113,74.311,32.872,1.262,84,6,0,0,0.91
6,114,81.485,32.641,1.133,93,7,0,0,0.897
6,115,77.655,30.867,1.272,106,8,0,0,0.889
6,116,81.423,31.63,1.189,117,9,0,0,0.888
6,117,79.088,32.661,1.271,123,10,0,0,0.89
6,118,79.785,32.862,1.628,135,11,0,0,0.895
6,119,78.838,30.883,1.243,50,12,1,1,0.957
6,120,76.059,33.335,0.64,64,1,0,0,0.942
6,121,75.539,31.434,1.177,75,2,0,0,0.93
6,122,78.718,30.436,0.938,84,3,0,0,0.903
6,123,78.912,33.473,0.93,96,4,0,0,0.876
6,124,78.085,30.588,0.945,103,5,0,0,0.874
6,125,75.376,30.809,1.257,28,6,1,1,0.962
6,126,71.288,30.792,0.939,34,1,0,0,0.959
6,127,68.836,26.83,0.967,45,2,0,0,0.955
6,128,78.733,31.002,1.199,52,3,0,0,0.965
6,129,81.752,31.135,1.136,69,4,0,0,0.948
6,130,73.292,34.041,1.008,85,5,0,0,0.926
6,131,75.423,29.835,0.773,96,6,0,0,0.924
6,132,74.131,29.125,1.228,114,7,0,0,0.889
6,133,78.73,31.483,1.143,122,8,0,0,0.879
6,134,72.602,34.679,1.154,130,9,0,0,0.869
6,135,84.514,32.301,1.61,136,10,0,0,0.857
6,136,81.13,28.067,1.464,146,11,0,0,0.841
6,137,77.175,31.145,1.55,159,12,0,0,0.814
6,138,77.371,31.756,1.745,17,13,1,1,0.932
6,139,71.773,30.797,0.872,35,1,0,0,0.902
6,140,76.045,29.524,0.9,52,2,0,0,0.892
6,141,71.849,28.253,0.786,65,3,0,0,0.883
6,142,76.095,31.094,1.268,78,4,0,0,0.872
6,143,74.902,32.839,1.148,93,5,0,0,0.838
6,144,74.846,30.975,1.25,99,6,0,0,0.831
6,145,79.846,31.498,1.349,106,7,0,0,0.81
6,146,79.956,31.864,1.108,112,8,0,0,0.801
6,147,78.427,33.281,1.445,122,9,0,0,0.794
6,148,69.421,32.397,1.213,131,10,0,0,0.773
6,149,77.326,33.024,1.43,139,11,0,0,0.761
6,150,78.623,28.31,1.397,153,12,0,0,0.748
6,151,80.976,32.446,1.503,170,13,0,0,0.721
6,152,75.342,33.152,1.577,185,14,0,0,0.687
6,153,79.769,37.31,1.814,199,15,0,0,0.67
6,154,79.828,35.991,1.889,211,16,0,0,0.644
6,155,83.059,31.623,1.652,99,17,1,1,0.929
6,156,73.253,29.715,1.182,30,1,1,1,0.943
6,157,74.705,28.888,0.959,40,1,0,0,0.949
6,158,73.995,30.631,1.205,47,2,0,0,0.927
6,159,72.403,32.451,1.044,53,3,0,0,0.928
6,160,73.653,32.766,0.939,62,4,0,0,0.917
6,161,73.315,31.067,1.053,74,5,0,0,0.912
6,162,74.142,30.246,1.073,90,6,0,0,0.889
6,163,73.061,27.54,1.347,108,7,0,0,0.868
6,164,77.44,31.484,1.393,123,8,0,0,0.846
6,165,76.924,31.315,1.73,136,9,0,0,0.832
6,166,72.055,34.315,1.422,143,10,0,0,0.821
6,167,76.861,30.512,1.381,63,11,1,1,0.902
6,168,69.986,33.691,0.968,78,1,0,0,0.874
6,169,72.336,26.676,1.544,92,2,0,0,0.864
6,170,74.075,26.159,1.078,80,3,1,1,0.982
6,171,72.999,33.165,0.957,94,1,0,0,0.968
6,172,79.047,32.646,1.191,30,2,1,1,0.905
6,173,69.359,26.807,0.985,47,1,0,0,0.887
6,174,74.278,27.598,1.084,37,2,1,1,0.968
6,175,70.64,27.465,0.954,0,1,1,1,0.958
6,176,70.138,26.283,0.936,15,1,0,0,0.938
6,177,67.605,29.445,0.609,26,2,0,0,0.917
6,178,66.343,29.485,0.25,35,3,0,0,0.905
6,179,75.178,31.007,1.024,50,4,0,0,0.899
6,180,72.673,29.031,0.725,23,5,1,1,0.953
6,181,68.152,27.062,1.046,39,1,0,0,0.944
6,182,70.337,32.491,0.891,55,2,0,0,0.926
6,183,69.0,28.84,0.721,62,3,0,0,0.914
6,184,73.08,27.43,1.218,46,4,1,1,0.955
6,185,69.823,29.997,0.815,53,1,0,0,0.945
6,186,69.227,32.555,1.469,67,2,0,0,0.94
6,187,71.799,29.423,1.06,81,3,0,0,0.928
6,188,71.389,28.983,0.841,95,4,0,0,0.919
6,189,76.882,30.154,1.388,113,5,0,0,0.905
6,190,73.174,29.606,1.266,127,6,0,0,0.886
6,191,73.817,29.102,1.209,141,7,0,0,0.883
6,192,80.116,32.271,1.131,147,8,0,0,0.873
6,193,76.912,31.361,1.45,159,9,0,0,0.87
6,194,71.298,28.572,1.853,172,10,0,0,0.862
6,195,75.689,35.09,1.611,178,11,0,0,0.841
6,196,76.835,30.53,1.715,49,12,1,1,0.964
6,197,76.042,24.988,0.908,32,1,1,1,0.907
6,198,72.037,28.125,1.05,49,1,0,0,0.883
6,199,70.754,32.224,0.897,55,2,0,0,0.878
6,200,71.706,26.293,1.01,66,3,0,0,0.859
6,201,69.041,27.362,0.986,84,4,0,0,0.829
6,202,69.132,29.374,1.147,91,5,0,0,0.82
6,203,70.157,31.511,1.095,102,6,0,0,0.793
6,204,67.644,27.286,1.36,111,7,0,0,0.781
6,205,71.611,33.863,1.143,128,8,0,0,0.746
6,206,71.454,33.163,1.62,144,9,0,0,0.726
6,207,72.159,30.479,1.68,160,10,0,0,0.713
6,208,68.979,32.736,1.635,167,11,0,0,0.706
6,209,78.813,33.995,1.797,74,12,1,1,0.973
6,210,70.871,34.213,1.032,91,1,0,0,0.951
6,211,72.687,27.386,0.994,109,2,0,0,0.937
6,212,74.231,28.093,1.075,17,3,1,1,0.998
6,213,67.016,27.561,0.753,23,1,0,0,0.992
6,214,66.441,27.057,0.671,34,2,0,0,0.98
6,215,70.891,31.525,1.14,48,3,0,0,0.963
6,216,64.832,28.747,0.699,59,4,0,0,0.944
6,217,67.687,29.705,1.164,75,5,0,0,0.933
6,218,71.926,30.91,0.992,83,6,0,0,0.929
6,219,71.234,32.039,1.347,101,7,0,0,0.89
6,220,63.342,29.595,1.332,117,8,0,0,0.883
6,221,68.234,31.934,1.508,130,9,0,0,0.875
6,222,73.442,28.953,1.359,147,10,0,0,0.86
6,223,72.939,25.741,1.188,160,11,0,0,0.841
6,224,74.114,24.323,1.594,176,12,0,0,0.818
6,225,71.209,29.468,1.343,184,13,0,0,0.806
6,226,73.643,36.407,1.886,202,14,0,0,0.774
6,227,68.671,31.472,1.728,210,15,0,0,0.764
6,228,74.133,30.669,1.727,217,16,0,0,0.765
6,229,75.342,31.073,1.758,99,17,1,1,0.914
6,230,65.573,28.04,1.429,112,1,0,0,0.913
6,231,64.237,29.028,1.186,118,2,0,0,0.915
6,232,71.786,27.101,1.304,25,3,1,1,0.98
6,233,67.174,30.389,0.927,31,1,0,0,0.984
6,234,63.233,27.938,1.063,49,2,0,0,0.958
6,235,68.09,27.057,1.118,58,3,0,0,0.959
6,236,65.057,30.895,0.85,64,4,0,0,0.951
6,237,68.661,25.332,1.234,75,5,0,0,0.944
6,238,70.673,28.008,1.233,85,6,0,0,0.933
6,239,66.425,26.315,1.088,50,7,1,1,0.948
6,240,66.221,28.153,0.683,64,1,0,0,0.919
6,241,67.649,31.183,1.16,77,2,0,0,0.911
6,242,70.164,27.563,1.08,87,3,0,0,0.891
6,243,70.659,30.416,1.322,93,4,0,0,0.888
6,244,65.676,27.514,1.347,111,5,0,0,0.852
6,245,70.788,30.185,1.262,127,6,0,0,0.841
6,246,67.528,31.586,1.602,136,7,0,0,0.837
6,247,74.521,26.099,1.459,146,8,0,0,0.805
6,248,72.991,33.641,1.367,157,9,0,0,0.789
6,249,67.534,31.763,1.985,175,10,0,0,0.754
6,250,70.884,33.115,1.426,83,11,1,1,0.987
6,251,70.79,30.427,0.803,94,1,0,0,0.953
6,252,69.612,29.527,1.241,104,2,0,0,0.946
6,253,65.895,27.927,1.52,111,3,0,0,0.947
6,254,63.94,27.984,1.542,129,4,0,0,0.921
6,255,66.254,28.755,1.146,140,5,0,0,0.923
6,256,68.363,25.623,1.445,152,6,0,0,0.917
6,257,69.365,33.606,1.456,164,7,0,0,0.904
6,258,70.967,28.159,1.829,181,8,0,0,0.864
6,259,72.35,30.73,1.699,49,9,1,1,0.998
6,260,64.571,31.349,0.903,60,1,0,0,1.0
6,261,62.693,24.213,0.812,68,2,0,0,1.0
6,262,67.624,23.323,1.126,81,3,0,0,1.0
6,263,73.321,30.66,0.957,98,4,0,0,0.99
6,264,78.63,28.351,1.17,111,5,0,0,0.984
6,265,75.303,27.614,1.321,66,6,1,1,0.949
6,266,68.193,23.608,1.168,76,1,0,0,0.942
6,267,57.669,29.858,0.834,94,2,0,0,0.928
6,268,69.582,28.941,1.174,101,3,0,0,0.925
6,269,72.209,29.121,1.338,54,4,1,1,0.901
6,270,61.417,23.765,0.925,61,1,0,0,0.902
6,271,68.85,29.379,1.199,73,2,0,0,0.88
6,272,65.135,24.693,1.057,88,3,0,0,0.866
6,273,65.096,29.189,1.188,96,4,0,0,0.858
6,274,68.444,26.697,1.466,110,5,0,0,0.844
6,275,67.863,27.0,1.469,120,6,0,0,0.828
6,276,66.965,27.545,1.317,131,7,0,0,0.811
6,277,65.34,26.433,1.722,138,8,0,0,0.79
6,278,68.595,27.725,1.642,145,9,0,0,0.775
6,279,66.607,28.734,1.449,156,10,0,0,0.752
6,280,71.145,29.829,1.497,172,11,0,0,0.749
6,281,71.817,30.759,1.661,182,12,0,0,0.76
6,282,69.804,31.951,1.444,192,13,0,0,0.741
6,283,73.019,31.485,1.852,205,14,0,0,0.709
6,284,68.19,30.748,1.89,220,15,0,0,0.698
6,285,72.642,29.759,2.037,54,16,1,1,0.918
6,286,62.622,30.774,0.859,62,1,0,0,0.897
6,287,63.567,25.195,1.2,79,2,0,0,0.871
6,288,63.922,30.434,0.891,92,3,0,0,0.869
6,289,68.438,27.777,1.294,57,4,1,1,0.958
6,290,65.406,28.912,0.995,63,1,0,0,0.948
6,291,69.441,27.719,0.863,80,2,0,0,0.931
6,292,72.856,31.03,1.126,91,3,0,0,0.926
6,293,64.289,27.717,1.546,106,4,0,0,0.915
6,294,66.995,31.936,1.174,118,5,0,0,0.887
6,295,66.616,37.787,1.402,128,6,0,0,0.873
6,296,74.315,30.329,1.496,144,7,0,0,0.871
6,297,68.109,33.742,1.764,162,8,0,0,0.852
6,298,69.817,32.489,1.442,168,9,0,0,0.85
6,299,73.269,27.512,1.614,175,10,0,0,0.827
6,300,70.372,31.417,1.508,191,11,0,0,0.807
6,301,74.949,34.082,1.986,51,12,1,1,0.963
6,302,64.644,31.83,0.725,62,1,0,0,0.96
6,303,65.191,30.138,1.044,76,2,0,0,0.955
6,304,66.663,26.129,0.917,94,3,0,0,0.945
6,305,66.171,27.295,1.402,86,4,1,1,0.964
6,306,71.979,28.339,1.199,3,1,1,1,0.949
6,307,68.015,25.054,0.906,11,1,0,0,0.942
6,308,62.113,25.956,0.927,26,2,0,0,0.933
6,309,67.459,29.217,1.011,42,3,0,0,0.9
6,310,67.227,25.989,1.094,56,4,1,1,0.988
6,311,65.273,29.137,0.976,62,1,0,0,0.975
6,312,62.293,29.051,0.91,70,2,0,0,0.964
6,313,73.608,25.72,1.147,77,3,0,0,0.96
6,314,65.048,27.054,0.784,86,4,0,0,0.946
6,315,66.35,30.249,1.086,104,5,0,0,0.943
6,316,71.305,27.482,1.143,120,6,0,0,0.921
6,317,72.096,29.217,1.159,131,7,0,0,0.922
6,318,66.067,29.675,1.392,142,8,0,0,0.898
6,319,67.096,28.173,1.503,154,9,0,0,0.867
6,320,71.081,29.622,1.654,169,10,0,0,0.871
6,321,73.213,27.934,1.538,175,11,0,0,0.863
6,322,70.428,29.757,1.301,190,12,0,0,0.842
6,323,69.645,28.312,1.846,198,13,0,0,0.816
6,324,76.705,29.213,1.605,57,14,1,1,0.979
6,325,62.033,24.456,1.268,68,1,0,0,0.968
6,326,69.964,26.29,0.9,79,2,0,0,0.973
6,327,68.374,27.76,0.879,92,3,0,0,0.953
6,328,73.282,29.171,1.316,110,4,0,0,0.941
6,329,65.413,28.233,1.372,117,5,0,0,0.95
6,330,72.39,31.993,1.253,132,6,0,0,0.935
6,331,68.254,24.9,1.499,140,7,0,0,0.901
6,332,68.863,31.99,1.204,46,8,1,1,0.992
6,333,71.988,30.18,1.103,58,1,0,0,0.991
6,334,60.49,27.537,0.842,69,2,0,0,0.968
6,335,66.425,28.06,1.308,85,3,0,0,0.956
6,336,68.301,31.401,1.014,95,4,0,0,0.934
6,337,70.398,27.731,1.165,104,5,0,0,0.935
6,338,70.183,23.869,1.21,111,6,0,0,0.933
6,339,72.143,27.42,1.064,117,7,0,0,0.91
6,340,71.128,28.903,1.418,134,8,0,0,0.907
6,341,71.602,31.596,1.538,142,9,0,0,0.889
6,342,72.777,31.92,1.573,155,10,0,0,0.877
6,343,70.324,36.321,1.612,169,11,0,0,0.861
6,344,74.138,31.23,1.526,181,12,0,0,0.849
6,345,69.672,29.438,1.568,15,13,1,1,0.994
6,346,69.637,27.641,1.069,25,1,0,0,0.971
6,347,71.85,27.92,0.744,43,2,0,0,0.946
6,348,72.714,27.275,1.002,53,3,0,0,0.935
6,349,68.574,30.532,1.252,57,4,1,1,0.983
6,350,73.797,30.44,0.899,66,1,0,0,0.987
6,351,66.817,23.896,1.276,81,2,0,0,0.954
6,352,72.174,27.302,1.094,91,3,0,0,0.934
6,353,67.848,27.085,1.345,108,4,0,0,0.916
6,354,76.559,27.563,1.471,25,5,1,1,0.925
6,355,70.865,26.786,0.487,32,1,0,0,0.926
6,356,72.748,25.598,1.11,40,2,0,0,0.918
6,357,68.8,26.649,0.939,47,3,0,0,0.917
6,358,66.55,29.453,0.653,60,4,0,0,0.875
6,359,66.666,27.705,1.14,68,5,0,0,0.864
6,360,76.201,31.61,1.172,85,6,0,0,0.846
6,361,70.819,30.706,1.342,98,7,0,0,0.827
6,362,74.867,30.285,1.342,105,8,0,0,0.824
6,363,66.187,34.16,1.333,123,9,0,0,0.795
6,364,72.258,29.689,1.134,139,10,0,0,0.783
6,365,75.334,29.121,1.233,150,11,0,0,0.758
7,1,88.194,42.609,4.045,700,12,0,0,0.969
7,2,86.806,40.979,4.139,707,13,0,0,0.959
7,3,89.804,45.004,4.028,721,14,0,0,0.93
7,4,82.552,43.392,4.445,735,15,0,0,0.916
7,5,85.846,42.915,4.721,745,16,0,0,0.906
7,6,87.41,45.821,4.117,20,17,1,1,0.999
7,7,68.571,28.175,0.602,37,1,0,0,0.978
7,8,65.004,30.819,0.966,54,2,0,0,0.97
7,9,68.96,24.001,1.226,71,3,0,0,0.951
